Vardas                  Pavarde                 ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas9134              Pavarde9134             7       3       6       9       5       8       2       6       5       5       2       4       4       7       10      6       
Vardas9135              Pavarde9135             4       10      10      10      2       3       9       2       2       7       6       2       10      2       2       6       
Vardas9136              Pavarde9136             5       8       5       10      9       4       2       1       8       10      10      10      1       5       8       5       
Vardas9137              Pavarde9137             7       7       2       1       2       7       8       9       10      7       8       2       7       4       7       9       
Vardas9138              Pavarde9138             1       2       3       1       1       5       1       10      6       6       2       1       7       9       7       5       
Vardas9139              Pavarde9139             6       5       10      1       8       3       2       8       8       3       1       9       5       7       4       1       
Vardas9140              Pavarde9140             10      8       6       4       6       4       6       6       2       7       10      9       3       10      1       8       
Vardas9141              Pavarde9141             8       1       2       3       7       3       5       4       7       6       5       3       5       5       4       6       
Vardas9142              Pavarde9142             5       6       8       6       7       2       8       3       9       1       5       5       7       8       10      10      
Vardas9143              Pavarde9143             5       5       8       9       8       1       7       7       2       3       3       6       5       7       5       8       
Vardas9144              Pavarde9144             3       8       5       10      7       3       1       1       1       3       8       8       4       3       10      7       
Vardas9145              Pavarde9145             2       2       1       5       2       3       10      7       1       9       1       10      9       8       3       2       
Vardas9146              Pavarde9146             6       7       8       2       7       5       6       9       5       4       5       4       3       2       9       10      
Vardas9147              Pavarde9147             8       7       5       8       1       3       3       9       2       6       10      10      9       6       4       3       
Vardas9148              Pavarde9148             3       4       3       8       1       1       1       7       3       5       5       7       7       6       3       10      
Vardas9149              Pavarde9149             9       10      6       7       5       9       10      7       4       6       1       7       8       4       10      7       
Vardas9150              Pavarde9150             7       7       2       5       2       3       9       1       6       10      2       2       3       9       4       7       
Vardas9151              Pavarde9151             10      1       10      2       8       9       9       7       6       1       2       9       8       1       4       2       
Vardas9152              Pavarde9152             5       9       1       5       5       7       4       7       2       8       8       7       2       7       3       3       
Vardas9153              Pavarde9153             3       7       7       9       4       2       4       10      8       1       5       4       8       5       3       2       
Vardas9154              Pavarde9154             10      9       10      10      3       3       1       8       6       7       5       10      9       3       9       9       
Vardas9155              Pavarde9155             7       3       5       10      2       3       5       6       2       4       8       2       10      5       9       5       
Vardas9156              Pavarde9156             7       1       9       3       5       2       5       10      7       3       3       4       1       9       4       5       
Vardas9157              Pavarde9157             8       10      10      3       4       4       10      7       1       4       7       2       9       2       3       4       
Vardas9158              Pavarde9158             3       2       4       6       8       10      6       9       6       2       9       1       5       7       7       5       
Vardas9159              Pavarde9159             3       2       2       8       3       7       1       2       3       7       5       3       8       10      3       10      
Vardas9160              Pavarde9160             6       1       4       9       5       4       1       9       4       1       5       5       5       1       10      2       
Vardas9161              Pavarde9161             7       3       6       5       10      4       2       3       7       3       2       9       8       7       9       9       
Vardas9162              Pavarde9162             7       10      9       7       1       3       6       10      1       2       2       5       4       6       9       8       
Vardas9163              Pavarde9163             8       5       10      6       8       8       8       1       4       9       4       8       8       2       5       9       
Vardas9164              Pavarde9164             5       5       3       4       9       4       6       5       8       1       9       8       6       3       6       3       
Vardas9165              Pavarde9165             3       7       1       1       4       7       1       8       7       6       10      2       4       10      5       7       
Vardas9166              Pavarde9166             1       1       7       9       1       9       5       5       1       5       2       4       3       10      5       4       
Vardas9167              Pavarde9167             10      3       10      10      1       7       4       6       3       7       4       8       7       4       4       7       
Vardas9168              Pavarde9168             8       5       1       2       8       10      10      3       8       3       9       3       6       5       7       3       
Vardas9169              Pavarde9169             10      9       5       3       4       7       2       8       2       8       6       6       1       6       8       9       
Vardas9170              Pavarde9170             5       4       9       1       1       5       8       9       8       9       10      3       4       4       8       3       
Vardas9171              Pavarde9171             3       9       4       8       2       8       9       8       3       9       2       8       9       2       6       10      
Vardas9172              Pavarde9172             5       9       9       7       9       2       6       9       2       8       1       1       9       6       7       2       
Vardas9173              Pavarde9173             8       2       6       2       1       10      5       3       10      3       7       3       1       2       1       2       
Vardas9174              Pavarde9174             5       6       2       8       9       7       7       2       7       9       9       1       3       7       9       10      
Vardas9175              Pavarde9175             8       6       10      8       8       4       5       5       8       3       7       9       10      7       1       1       
Vardas9176              Pavarde9176             6       9       10      4       3       2       3       10      2       4       1       1       1       1       6       4       
Vardas9177              Pavarde9177             6       9       2       7       3       4       5       10      9       10      6       3       1       3       1       4       
Vardas9178              Pavarde9178             6       9       8       6       2       5       5       7       9       5       9       2       3       7       2       8       
Vardas9179              Pavarde9179             1       9       3       7       6       7       10      7       10      2       1       4       6       6       6       2       
Vardas9180              Pavarde9180             10      9       6       4       4       6       3       4       6       3       2       2       8       3       5       10      
Vardas9181              Pavarde9181             10      5       1       6       4       4       8       8       4       3       4       1       8       6       5       3       
Vardas9182              Pavarde9182             3       5       3       2       2       2       8       9       9       5       6       6       7       10      3       3       
Vardas9183              Pavarde9183             8       10      10      1       2       5       4       9       9       1       1       10      7       8       9       3       
Vardas9184              Pavarde9184             10      4       8       5       4       6       4       3       5       4       3       4       7       1       5       3       
Vardas9185              Pavarde9185             9       5       4       4       10      7       4       3       2       2       4       1       8       8       6       8       
Vardas9186              Pavarde9186             6       7       9       10      9       1       8       8       4       5       1       6       9       6       3       8       
Vardas9187              Pavarde9187             6       2       5       3       7       5       6       5       9       8       3       6       7       4       1       4       
Vardas9188              Pavarde9188             4       8       8       7       10      3       2       2       2       8       4       5       6       6       8       5       
Vardas9189              Pavarde9189             2       5       3       7       9       6       2       4       7       8       5       9       3       8       8       10      
Vardas9190              Pavarde9190             5       4       8       10      6       2       1       4       3       1       7       5       5       2       4       9       
Vardas9191              Pavarde9191             8       7       7       3       1       6       8       2       2       5       1       8       5       3       3       9       
Vardas9192              Pavarde9192             1       6       1       7       10      1       7       8       2       1       6       5       2       7       2       8       
Vardas9193              Pavarde9193             5       3       3       7       5       9       5       7       7       2       1       5       8       8       2       3       
Vardas9194              Pavarde9194             1       2       4       6       10      7       5       5       3       5       6       3       10      5       4       2       
Vardas9195              Pavarde9195             2       9       6       5       10      8       9       5       5       9       10      7       9       2       9       6       
Vardas9196              Pavarde9196             5       2       3       7       5       6       7       7       9       9       10      7       8       8       10      7       
Vardas9197              Pavarde9197             10      2       9       1       7       10      3       2       9       7       2       9       3       7       8       9       
Vardas9198              Pavarde9198             1       9       1       4       9       1       10      2       10      8       2       4       5       5       3       9       
Vardas9199              Pavarde9199             3       1       4       3       4       7       10      7       10      8       3       7       1       1       5       10      
Vardas9200              Pavarde9200             6       8       4       2       1       5       6       7       9       7       2       6       6       3       5       10      
Vardas9201              Pavarde9201             10      6       9       6       2       8       2       6       7       1       1       9       1       1       4       5       
Vardas9202              Pavarde9202             7       2       4       4       5       2       5       2       5       2       6       7       4       7       3       8       
Vardas9203              Pavarde9203             7       6       2       7       5       4       7       9       1       3       4       2       2       8       10      5       
Vardas9204              Pavarde9204             8       4       10      3       6       7       5       1       7       8       8       2       6       9       1       9       
Vardas9205              Pavarde9205             7       6       1       4       2       7       2       10      2       8       6       2       7       6       7       2       
Vardas9206              Pavarde9206             3       6       10      7       7       7       8       7       2       4       5       9       4       9       4       9       
Vardas9207              Pavarde9207             6       6       9       3       7       2       4       10      3       1       6       5       3       6       1       10      
Vardas9208              Pavarde9208             9       8       5       7       2       2       3       4       9       10      2       6       1       9       6       4       
Vardas9209              Pavarde9209             7       3       8       1       7       4       5       7       3       6       2       2       3       1       10      4       
Vardas9210              Pavarde9210             6       7       1       3       10      5       8       2       1       3       5       6       5       1       1       3       
Vardas9211              Pavarde9211             3       8       9       10      1       7       10      1       9       10      5       7       10      7       6       1       
Vardas9212              Pavarde9212             5       10      9       7       3       1       4       10      8       4       9       9       3       9       10      7       
Vardas9213              Pavarde9213             2       3       10      2       4       1       5       9       2       10      8       4       9       9       7       3       
Vardas9214              Pavarde9214             9       5       1       6       10      8       3       2       7       1       4       4       7       9       2       10      
Vardas9215              Pavarde9215             7       10      10      2       9       1       4       2       9       8       3       6       10      6       1       10      
Vardas9216              Pavarde9216             7       9       9       6       1       10      8       9       8       8       8       5       1       7       9       8       
Vardas9217              Pavarde9217             4       4       3       6       5       8       5       10      3       9       6       7       2       8       9       6       
Vardas9218              Pavarde9218             6       5       5       7       1       10      1       9       1       10      1       2       9       1       2       6       
Vardas9219              Pavarde9219             6       10      3       2       1       7       4       3       4       8       5       10      8       10      9       9       
Vardas9220              Pavarde9220             5       3       1       9       1       3       4       8       7       6       7       10      10      6       9       4       
Vardas9221              Pavarde9221             7       9       3       1       1       1       5       2       3       7       8       3       1       7       7       4       
Vardas9222              Pavarde9222             1       4       10      5       4       2       2       9       7       5       3       7       8       5       1       6       
Vardas9223              Pavarde9223             6       6       1       3       6       8       2       7       2       5       6       8       6       9       2       10      
Vardas9224              Pavarde9224             2       3       1       10      5       6       7       8       1       3       9       8       9       1       8       4       
Vardas9225              Pavarde9225             6       5       6       7       7       4       9       8       9       9       7       10      4       6       8       1       
Vardas9226              Pavarde9226             1       8       8       4       10      5       6       5       5       6       6       5       4       8       1       7       
Vardas9227              Pavarde9227             3       4       5       5       9       8       8       1       9       9       7       7       4       9       3       1       
Vardas9228              Pavarde9228             10      8       10      1       10      3       5       3       2       4       5       2       1       6       9       2       
Vardas9229              Pavarde9229             9       8       2       7       7       1       8       1       5       3       10      3       7       9       7       1       
Vardas9230              Pavarde9230             7       5       3       5       7       3       7       1       2       7       2       2       7       10      4       9       
Vardas9231              Pavarde9231             1       6       10      4       6       1       3       7       9       6       4       3       2       3       7       5       
Vardas9232              Pavarde9232             1       8       3       9       4       8       8       6       6       5       1       9       5       9       9       6       
Vardas9233              Pavarde9233             5       10      10      8       9       3       7       7       9       5       3       6       9       7       9       7       
Vardas9234              Pavarde9234             5       2       4       6       1       8       8       3       5       10      4       7       7       6       2       3       
Vardas9235              Pavarde9235             8       7       5       10      6       10      6       5       6       1       1       1       3       5       5       2       
Vardas9236              Pavarde9236             9       1       6       5       5       6       3       3       8       8       9       1       7       5       8       5       
Vardas9237              Pavarde9237             3       2       6       2       4       2       4       3       6       1       4       10      1       1       10      4       
Vardas9238              Pavarde9238             1       6       10      3       7       1       3       5       10      7       3       5       8       4       5       7       
Vardas9239              Pavarde9239             5       7       3       8       7       10      6       6       2       5       10      1       4       9       2       5       
Vardas9240              Pavarde9240             10      7       6       3       5       3       5       2       2       10      9       5       6       9       5       3       
Vardas9241              Pavarde9241             9       4       1       7       9       7       5       7       5       7       7       6       3       3       7       2       
Vardas9242              Pavarde9242             6       3       7       4       2       5       6       9       9       2       3       6       6       4       8       1       
Vardas9243              Pavarde9243             4       2       2       7       5       9       1       1       2       2       8       9       7       3       7       3       
Vardas9244              Pavarde9244             2       5       1       7       8       1       8       10      5       6       4       3       5       3       8       3       
Vardas9245              Pavarde9245             5       6       2       8       6       1       1       9       8       9       1       9       1       3       2       9       
Vardas9246              Pavarde9246             7       9       3       3       2       2       4       9       5       6       6       4       4       4       7       6       
Vardas9247              Pavarde9247             5       3       7       3       5       7       5       8       10      8       4       6       3       3       7       8       
Vardas9248              Pavarde9248             4       4       7       2       4       7       2       4       2       3       1       3       2       7       7       8       
Vardas9249              Pavarde9249             4       2       9       10      3       10      5       3       5       6       1       8       8       7       5       6       
Vardas9250              Pavarde9250             6       1       9       8       3       2       4       2       7       1       7       8       6       8       3       1       
Vardas9251              Pavarde9251             9       5       2       9       10      3       5       9       10      4       8       7       10      1       2       10      
Vardas9252              Pavarde9252             8       4       4       10      2       4       10      8       5       10      2       5       1       4       3       6       
Vardas9253              Pavarde9253             7       8       6       5       3       10      9       1       1       8       4       8       3       9       7       6       
Vardas9254              Pavarde9254             1       10      9       4       10      2       4       10      3       10      5       3       8       6       9       8       
Vardas9255              Pavarde9255             7       10      7       6       3       2       3       5       3       7       10      4       10      6       10      1       
Vardas9256              Pavarde9256             7       6       6       10      10      8       1       10      2       8       4       7       5       9       3       3       
Vardas9257              Pavarde9257             2       8       5       1       2       9       6       9       10      8       6       4       4       7       7       3       
Vardas9258              Pavarde9258             3       6       2       9       10      8       5       10      1       6       6       7       1       5       1       1       
Vardas9259              Pavarde9259             7       1       3       4       2       8       8       6       8       5       5       9       5       4       6       2       
Vardas9260              Pavarde9260             1       5       1       9       7       2       7       9       8       8       2       1       4       8       7       10      
Vardas9261              Pavarde9261             7       1       3       3       2       10      6       6       4       6       3       10      9       10      9       1       
Vardas9262              Pavarde9262             9       1       7       9       7       6       4       1       6       3       8       6       10      5       7       8       
Vardas9263              Pavarde9263             3       10      9       1       3       2       9       3       3       8       6       10      1       8       1       4       
Vardas9264              Pavarde9264             2       5       6       3       10      3       8       8       5       6       2       4       9       5       3       1       
Vardas9265              Pavarde9265             9       8       9       8       3       2       5       6       3       4       2       8       5       10      8       7       
Vardas9266              Pavarde9266             1       8       2       9       9       10      1       3       9       9       2       1       1       3       5       1       
Vardas9267              Pavarde9267             4       1       1       4       6       10      4       3       5       7       9       5       2       5       3       7       
Vardas9268              Pavarde9268             6       10      9       8       9       10      9       5       1       9       8       6       3       7       4       4       
Vardas9269              Pavarde9269             8       7       2       6       1       10      2       1       7       4       1       5       3       5       10      8       
Vardas9270              Pavarde9270             5       8       1       6       1       8       4       4       6       9       1       2       6       3       10      4       
Vardas9271              Pavarde9271             3       7       3       1       4       4       9       2       7       7       7       2       7       3       6       4       
Vardas9272              Pavarde9272             9       4       5       7       2       8       5       8       4       9       4       8       5       9       5       7       
Vardas9273              Pavarde9273             10      4       8       5       10      6       2       10      10      4       3       3       5       4       1       10      
Vardas9274              Pavarde9274             4       5       9       8       10      2       1       5       4       5       5       4       10      7       9       6       
Vardas9275              Pavarde9275             4       3       10      10      10      7       7       4       5       6       4       8       4       2       3       6       
Vardas9276              Pavarde9276             9       4       4       3       7       10      2       4       10      2       9       8       2       5       6       8       
Vardas9277              Pavarde9277             7       4       5       10      9       2       5       8       3       10      7       5       5       10      7       7       
Vardas9278              Pavarde9278             5       7       9       8       2       9       1       2       9       1       2       6       8       3       3       7       
Vardas9279              Pavarde9279             6       10      1       9       6       4       2       6       9       6       2       1       8       1       10      1       
Vardas9280              Pavarde9280             1       3       8       10      5       10      10      6       3       5       4       6       9       1       9       1       
Vardas9281              Pavarde9281             3       1       6       8       5       9       5       1       5       9       9       8       6       3       2       6       
Vardas9282              Pavarde9282             8       9       7       6       1       6       3       7       3       9       9       2       10      5       10      5       
Vardas9283              Pavarde9283             3       1       10      2       3       7       2       3       5       6       9       3       7       9       4       3       
Vardas9284              Pavarde9284             3       3       10      2       9       5       8       5       2       9       7       4       3       2       1       7       
Vardas9285              Pavarde9285             8       6       3       9       10      5       4       2       8       5       5       8       9       7       10      4       
Vardas9286              Pavarde9286             3       10      7       4       4       9       3       2       9       9       3       2       6       5       6       3       
Vardas9287              Pavarde9287             1       9       1       1       3       10      1       9       6       9       3       9       1       6       4       2       
Vardas9288              Pavarde9288             4       1       3       2       3       7       1       2       5       2       3       6       10      5       3       1       
Vardas9289              Pavarde9289             9       6       1       5       2       7       4       6       6       6       10      9       10      7       2       9       
Vardas9290              Pavarde9290             9       6       4       4       8       6       6       7       10      5       2       10      5       8       10      8       
Vardas9291              Pavarde9291             8       7       3       3       10      4       3       2       7       1       4       8       10      10      10      9       
Vardas9292              Pavarde9292             6       2       8       6       4       2       5       2       5       6       5       6       8       2       1       3       
Vardas9293              Pavarde9293             8       5       1       5       4       7       9       3       6       7       3       7       7       6       6       3       
Vardas9294              Pavarde9294             5       3       1       8       10      2       3       2       4       2       6       8       6       2       4       10      
Vardas9295              Pavarde9295             4       1       3       2       7       8       2       5       8       6       1       6       6       9       4       5       
Vardas9296              Pavarde9296             1       6       7       6       9       5       6       4       1       2       9       9       4       9       7       5       
Vardas9297              Pavarde9297             8       1       9       6       2       5       10      7       3       5       10      9       9       2       4       1       
Vardas9298              Pavarde9298             3       8       4       4       9       10      8       8       9       8       10      6       7       6       3       2       
Vardas9299              Pavarde9299             9       10      1       1       3       10      3       7       10      5       2       5       7       4       1       10      
Vardas9300              Pavarde9300             1       3       10      6       6       1       3       10      3       7       1       9       10      5       8       10      
Vardas9301              Pavarde9301             10      7       5       4       9       5       7       8       5       6       7       10      2       8       9       4       
Vardas9302              Pavarde9302             7       10      5       7       10      8       7       7       6       8       1       10      9       6       1       10      
Vardas9303              Pavarde9303             8       8       8       2       3       6       2       6       9       4       9       2       8       2       6       9       
Vardas9304              Pavarde9304             8       1       3       2       5       2       7       1       9       3       8       4       1       1       7       2       
Vardas9305              Pavarde9305             10      1       5       6       2       3       6       5       6       7       9       7       7       8       6       6       
Vardas9306              Pavarde9306             2       3       5       5       4       2       10      8       6       3       9       5       10      10      10      4       
Vardas9307              Pavarde9307             7       9       6       7       4       7       6       6       3       4       7       4       1       4       5       9       
Vardas9308              Pavarde9308             4       1       5       4       4       7       8       9       3       8       10      3       4       5       8       10      
Vardas9309              Pavarde9309             10      6       2       2       3       5       8       5       5       1       4       2       9       8       9       3       
Vardas9310              Pavarde9310             3       8       1       2       9       3       4       2       3       9       2       2       6       10      4       7       
Vardas9311              Pavarde9311             8       8       3       2       7       2       4       6       5       4       7       1       4       8       8       4       
Vardas9312              Pavarde9312             2       2       1       9       2       5       8       8       2       5       7       7       3       9       5       1       
Vardas9313              Pavarde9313             5       3       7       10      8       6       6       6       4       10      8       7       6       5       9       6       
Vardas9314              Pavarde9314             4       5       3       9       7       3       10      5       9       2       5       3       2       6       9       6       
Vardas9315              Pavarde9315             2       4       6       5       7       6       6       6       10      1       5       10      6       2       4       10      
Vardas9316              Pavarde9316             2       10      9       10      6       8       2       5       7       1       3       4       10      2       5       1       
Vardas9317              Pavarde9317             4       7       6       5       10      4       10      5       6       4       9       1       6       8       6       10      
Vardas9318              Pavarde9318             9       6       1       7       9       5       4       9       8       10      9       10      5       2       3       1       
Vardas9319              Pavarde9319             10      3       8       2       10      10      4       9       9       4       6       9       4       9       7       3       
Vardas9320              Pavarde9320             5       2       4       1       6       2       5       7       8       6       2       1       5       5       9       6       
Vardas9321              Pavarde9321             3       7       2       4       8       4       6       10      2       3       9       4       10      10      8       9       
Vardas9322              Pavarde9322             1       6       4       6       8       8       7       10      8       4       8       6       2       3       1       2       
Vardas9323              Pavarde9323             2       6       7       2       5       3       7       10      8       4       2       8       10      1       2       2       
Vardas9324              Pavarde9324             5       9       6       4       1       9       1       2       6       5       10      3       3       8       1       9       
Vardas9325              Pavarde9325             4       6       8       9       2       1       3       3       10      2       10      9       1       8       9       3       
Vardas9326              Pavarde9326             9       4       2       1       2       10      4       1       7       7       2       10      2       9       3       1       
Vardas9327              Pavarde9327             10      7       7       1       8       10      3       7       9       6       7       2       7       5       10      10      
Vardas9328              Pavarde9328             4       5       1       6       8       6       10      4       8       10      2       6       9       3       7       10      
Vardas9329              Pavarde9329             3       1       4       6       10      1       8       6       6       8       3       5       8       9       7       1       
Vardas9330              Pavarde9330             1       4       6       8       3       5       9       9       3       10      8       8       8       5       4       4       
Vardas9331              Pavarde9331             1       2       5       10      7       3       5       2       8       2       8       2       2       4       2       5       
Vardas9332              Pavarde9332             4       8       7       9       5       8       5       2       8       7       2       10      2       7       2       1       
Vardas9333              Pavarde9333             9       6       10      10      5       10      7       1       7       5       1       4       2       10      4       2       
Vardas9334              Pavarde9334             7       4       3       3       2       4       4       4       3       5       3       8       5       1       9       5       
Vardas9335              Pavarde9335             10      8       8       4       7       7       10      1       6       8       4       4       7       10      5       10      
Vardas9336              Pavarde9336             5       6       8       6       2       9       6       9       2       1       7       3       8       5       9       10      
Vardas9337              Pavarde9337             9       7       3       8       3       4       7       2       6       4       4       6       6       7       9       2       
Vardas9338              Pavarde9338             10      1       2       6       2       2       5       3       6       6       7       7       5       3       6       9       
Vardas9339              Pavarde9339             5       4       9       1       1       4       7       4       10      5       3       10      10      9       10      6       
Vardas9340              Pavarde9340             1       2       6       4       6       4       4       7       5       9       1       8       3       1       2       1       
Vardas9341              Pavarde9341             4       3       9       10      6       10      8       2       5       3       2       2       5       9       4       1       
Vardas9342              Pavarde9342             3       2       8       7       1       5       5       7       6       4       6       10      3       10      3       10      
Vardas9343              Pavarde9343             1       7       5       7       9       8       9       9       10      10      7       4       3       6       2       3       
Vardas9344              Pavarde9344             1       3       2       3       7       5       10      8       9       3       10      2       4       1       6       2       
Vardas9345              Pavarde9345             6       2       2       8       2       3       6       5       4       8       10      10      7       8       9       8       
Vardas9346              Pavarde9346             10      1       4       8       10      3       5       4       4       3       7       5       3       9       6       4       
Vardas9347              Pavarde9347             10      7       1       4       4       4       5       8       5       3       2       8       7       1       9       1       
Vardas9348              Pavarde9348             1       6       8       7       1       10      6       1       4       9       10      5       7       10      3       4       
Vardas9349              Pavarde9349             1       9       4       1       3       8       8       9       4       7       6       6       10      4       3       4       
Vardas9350              Pavarde9350             7       10      3       2       1       1       1       6       6       6       9       10      1       9       2       4       
Vardas9351              Pavarde9351             2       2       6       5       8       3       6       2       3       2       8       6       3       2       9       6       
Vardas9352              Pavarde9352             10      5       9       5       10      2       2       3       4       3       5       8       1       3       9       8       
Vardas9353              Pavarde9353             10      1       9       10      7       1       1       5       10      2       3       8       3       10      9       1       
Vardas9354              Pavarde9354             7       10      3       7       6       7       8       8       10      2       10      4       8       4       4       9       
Vardas9355              Pavarde9355             10      6       2       1       3       9       8       10      2       6       3       1       9       3       3       3       
Vardas9356              Pavarde9356             10      6       1       6       8       6       1       10      9       9       7       8       9       8       1       6       
Vardas9357              Pavarde9357             7       8       1       5       5       10      3       8       8       5       2       6       1       7       7       3       
Vardas9358              Pavarde9358             7       4       6       9       6       8       6       2       3       9       6       8       1       8       6       7       
Vardas9359              Pavarde9359             1       4       6       6       5       6       5       2       4       2       6       7       6       4       6       7       
Vardas9360              Pavarde9360             5       10      4       4       9       9       2       7       9       1       9       3       9       5       8       4       
Vardas9361              Pavarde9361             5       6       9       4       6       10      10      6       2       5       7       2       6       9       6       7       
Vardas9362              Pavarde9362             7       4       9       5       10      1       1       8       2       1       6       4       10      3       9       1       
Vardas9363              Pavarde9363             2       7       4       3       10      5       4       10      1       10      7       4       4       5       6       6       
Vardas9364              Pavarde9364             5       5       1       5       6       1       7       4       9       6       7       7       7       5       8       9       
Vardas9365              Pavarde9365             7       10      3       10      8       3       4       10      3       4       4       7       10      3       6       2       
Vardas9366              Pavarde9366             7       8       3       8       8       2       7       4       5       10      7       6       5       10      2       7       
Vardas9367              Pavarde9367             3       7       4       3       4       5       7       5       1       10      4       9       5       3       1       7       
Vardas9368              Pavarde9368             10      2       3       2       3       8       4       3       1       8       4       6       1       9       1       9       
Vardas9369              Pavarde9369             7       3       2       10      3       2       7       2       3       4       10      9       8       3       1       4       
Vardas9370              Pavarde9370             6       3       6       10      4       1       4       6       2       1       7       3       5       4       9       7       
Vardas9371              Pavarde9371             6       3       7       8       6       2       1       6       5       9       8       5       9       9       10      3       
Vardas9372              Pavarde9372             8       7       7       7       3       6       2       7       2       9       10      3       8       5       8       1       
Vardas9373              Pavarde9373             7       3       1       8       2       7       9       8       3       8       1       1       1       9       9       5       
Vardas9374              Pavarde9374             3       8       10      2       9       2       2       8       6       1       4       2       5       7       2       2       
Vardas9375              Pavarde9375             3       9       4       4       4       6       1       3       5       6       6       2       4       1       1       10      
Vardas9376              Pavarde9376             4       4       5       9       8       10      4       7       9       10      3       5       3       5       8       10      
Vardas9377              Pavarde9377             10      4       10      10      9       6       5       8       2       3       6       4       3       6       8       2       
Vardas9378              Pavarde9378             8       7       2       2       2       5       8       5       8       1       5       7       1       4       2       9       
Vardas9379              Pavarde9379             3       7       7       1       4       6       1       8       9       1       6       6       2       9       3       8       
Vardas9380              Pavarde9380             4       9       1       5       4       3       6       3       2       2       7       10      3       8       7       8       
Vardas9381              Pavarde9381             1       5       7       9       1       5       7       6       3       3       8       8       6       3       6       4       
Vardas9382              Pavarde9382             7       8       5       8       3       4       10      1       4       3       7       8       8       2       9       10      
Vardas9383              Pavarde9383             7       4       2       2       3       7       3       10      8       10      9       10      6       10      9       7       
Vardas9384              Pavarde9384             9       2       5       4       1       1       6       9       9       1       8       1       4       9       7       7       
Vardas9385              Pavarde9385             2       6       3       4       3       10      7       6       9       9       2       3       3       2       4       7       
Vardas9386              Pavarde9386             7       6       3       7       6       9       9       1       2       9       10      2       4       1       9       3       
