Vardas                  Pavarde                 ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas905               Pavarde905              5       3       10      2       4       4       1       4       5       9       7       7       8       4       3       9       
Vardas906               Pavarde906              1       6       5       7       4       2       1       7       10      1       6       8       5       5       1       2       
Vardas907               Pavarde907              2       6       5       5       10      5       6       4       10      10      1       7       7       8       7       7       
Vardas908               Pavarde908              1       4       10      9       8       1       5       3       8       7       4       8       9       5       6       10      
Vardas909               Pavarde909              2       8       7       10      1       6       9       10      10      4       10      5       4       1       10      8       
Vardas910               Pavarde910              9       1       1       6       2       7       7       8       1       3       10      8       8       7       3       1       
Vardas911               Pavarde911              2       10      6       5       4       6       2       6       6       8       2       3       8       6       4       5       
Vardas912               Pavarde912              3       4       6       10      4       6       1       9       5       9       2       10      3       4       2       6       
Vardas913               Pavarde913              1       4       8       5       4       9       10      4       1       4       2       6       9       9       3       9       
Vardas914               Pavarde914              8       3       1       6       1       1       10      10      5       4       7       8       5       9       9       7       
Vardas915               Pavarde915              10      6       6       8       6       10      9       2       4       3       10      8       2       1       2       7       
Vardas916               Pavarde916              4       1       3       1       4       5       8       4       1       4       10      9       4       2       7       6       
Vardas917               Pavarde917              6       7       6       1       10      7       8       6       10      2       1       6       7       9       3       2       
Vardas918               Pavarde918              6       10      4       7       6       7       10      3       6       8       9       5       10      1       2       1       
Vardas919               Pavarde919              3       8       3       4       3       9       3       7       2       10      5       4       9       1       10      7       
Vardas920               Pavarde920              7       3       6       4       6       4       6       9       4       3       3       8       8       2       1       7       
Vardas921               Pavarde921              4       3       10      3       4       5       9       8       7       5       9       8       5       4       2       1       
Vardas922               Pavarde922              2       7       4       2       8       4       3       5       8       5       4       4       10      7       7       4       
Vardas923               Pavarde923              7       9       3       9       8       7       4       3       6       7       9       5       5       4       3       9       
Vardas924               Pavarde924              6       6       4       2       5       5       3       5       1       7       10      2       9       9       6       4       
Vardas925               Pavarde925              7       7       8       8       4       8       5       4       2       10      1       1       8       8       3       1       
Vardas926               Pavarde926              7       1       10      10      1       4       3       3       4       8       7       2       10      7       4       10      
Vardas927               Pavarde927              4       1       7       10      5       8       2       7       3       2       6       2       8       1       4       1       
Vardas928               Pavarde928              6       7       10      10      8       6       3       2       10      10      3       4       8       6       3       5       
Vardas929               Pavarde929              4       4       4       4       4       2       10      5       2       9       5       5       6       1       8       1       
Vardas930               Pavarde930              9       6       5       1       5       9       6       10      3       8       8       3       8       5       1       3       
Vardas931               Pavarde931              5       5       8       4       6       1       1       3       6       6       10      9       6       7       10      4       
Vardas932               Pavarde932              9       4       1       10      6       6       8       7       6       9       7       6       9       4       3       6       
Vardas933               Pavarde933              6       8       4       4       4       3       8       3       4       10      4       10      9       6       1       8       
Vardas934               Pavarde934              6       1       6       5       7       2       9       8       5       9       8       7       6       1       8       9       
Vardas935               Pavarde935              3       6       6       9       8       1       2       5       3       4       7       6       4       2       3       1       
Vardas936               Pavarde936              9       6       5       6       10      3       7       3       7       5       10      4       7       8       8       6       
Vardas937               Pavarde937              10      4       3       5       9       6       8       3       9       8       9       9       8       9       1       10      
Vardas938               Pavarde938              3       1       4       7       8       10      2       3       6       9       6       8       3       10      2       9       
Vardas939               Pavarde939              2       4       9       7       6       2       5       9       5       5       4       1       8       4       9       8       
Vardas940               Pavarde940              1       4       1       2       9       8       3       6       9       4       8       1       2       2       6       8       
Vardas941               Pavarde941              1       8       8       7       6       4       7       4       9       9       4       7       1       6       5       3       
Vardas942               Pavarde942              4       2       10      3       8       9       7       6       1       5       2       5       6       3       4       2       
Vardas943               Pavarde943              2       3       6       3       10      5       5       1       4       7       7       2       10      4       3       9       
Vardas944               Pavarde944              10      10      7       6       5       8       8       4       2       10      9       2       4       3       2       2       
Vardas945               Pavarde945              4       4       9       8       10      5       5       8       10      10      5       8       9       5       9       9       
Vardas946               Pavarde946              10      10      3       7       5       10      7       2       3       4       4       1       7       2       10      9       
Vardas947               Pavarde947              8       6       2       8       7       3       1       3       10      8       10      3       3       5       1       3       
Vardas948               Pavarde948              5       2       5       10      7       3       8       9       8       6       9       9       9       1       7       2       
Vardas949               Pavarde949              5       7       9       10      1       3       1       1       5       2       2       9       1       10      1       5       
Vardas950               Pavarde950              4       3       7       9       8       1       7       5       6       10      1       6       4       7       3       4       
Vardas951               Pavarde951              1       1       5       10      9       10      7       10      4       6       10      5       6       1       8       1       
Vardas952               Pavarde952              4       8       2       9       5       9       2       4       7       10      8       6       5       8       9       8       
Vardas953               Pavarde953              7       4       5       2       1       3       5       10      4       7       10      4       9       7       2       6       
Vardas954               Pavarde954              6       4       4       7       2       6       3       5       8       3       6       3       6       3       4       1       
Vardas955               Pavarde955              6       6       3       7       2       6       1       8       7       2       6       4       5       4       5       1       
Vardas956               Pavarde956              9       10      7       1       2       3       6       10      6       2       7       8       4       1       10      10      
Vardas957               Pavarde957              5       7       7       1       1       10      7       4       6       3       2       9       9       3       5       2       
Vardas958               Pavarde958              6       4       3       5       7       8       10      3       8       8       5       8       4       3       9       7       
Vardas959               Pavarde959              10      1       5       8       9       5       9       3       8       7       6       9       1       1       2       7       
Vardas960               Pavarde960              4       2       8       6       2       4       3       3       1       10      10      7       1       1       3       4       
Vardas961               Pavarde961              5       10      9       9       3       2       4       9       8       3       10      7       2       2       8       2       
Vardas962               Pavarde962              5       3       6       4       9       8       2       4       7       4       10      1       8       5       2       2       
Vardas963               Pavarde963              2       10      8       4       5       2       10      8       9       7       4       4       6       1       9       8       
Vardas964               Pavarde964              4       6       8       1       5       8       6       2       9       4       10      2       6       4       9       7       
Vardas965               Pavarde965              3       4       7       5       8       1       9       1       6       6       9       7       9       1       10      10      
Vardas966               Pavarde966              8       4       8       10      1       5       9       6       3       5       8       5       10      5       3       3       
Vardas967               Pavarde967              1       1       10      9       2       8       9       8       10      4       1       1       10      10      7       2       
Vardas968               Pavarde968              2       9       9       7       3       1       5       10      6       4       5       10      8       7       6       5       
Vardas969               Pavarde969              4       6       4       10      1       4       6       9       2       4       4       9       8       5       7       10      
Vardas970               Pavarde970              1       5       4       10      2       10      3       3       4       1       2       9       9       2       1       2       
Vardas971               Pavarde971              1       3       7       5       8       3       4       7       3       1       4       8       1       2       2       4       
Vardas972               Pavarde972              10      2       7       8       2       3       6       5       2       9       1       9       4       3       8       6       
Vardas973               Pavarde973              10      9       9       8       8       4       7       9       1       5       3       3       9       2       7       4       
Vardas974               Pavarde974              10      10      2       9       8       10      10      8       1       5       8       8       10      10      5       8       
Vardas975               Pavarde975              1       2       8       1       3       6       8       1       5       3       9       7       5       8       8       1       
Vardas976               Pavarde976              5       1       7       4       8       3       2       1       1       7       7       1       2       4       8       3       
Vardas977               Pavarde977              7       10      2       5       5       1       3       3       4       4       4       10      5       6       7       4       
Vardas978               Pavarde978              4       1       8       3       1       10      6       2       5       8       8       8       9       2       1       8       
Vardas979               Pavarde979              9       7       2       2       5       4       2       5       3       8       2       2       8       3       7       3       
Vardas980               Pavarde980              7       4       8       4       4       2       4       6       9       1       10      1       4       8       1       9       
Vardas981               Pavarde981              5       10      2       7       10      5       1       1       7       7       8       9       10      3       4       4       
Vardas982               Pavarde982              4       6       7       8       6       8       8       1       2       4       1       5       10      9       2       1       
Vardas983               Pavarde983              1       3       3       8       4       3       2       4       1       5       8       6       9       9       1       2       
Vardas984               Pavarde984              4       4       1       7       8       5       6       7       6       5       7       4       4       9       3       4       
Vardas985               Pavarde985              2       10      4       3       8       5       9       5       8       6       9       2       8       8       7       5       
Vardas986               Pavarde986              2       9       8       9       1       9       6       7       4       9       8       5       4       3       5       10      
Vardas987               Pavarde987              6       10      3       3       7       3       2       10      3       2       4       7       4       10      6       1       
Vardas988               Pavarde988              6       6       2       7       2       2       2       7       9       3       2       10      3       2       2       10      
Vardas989               Pavarde989              6       10      2       4       8       2       9       1       5       3       9       5       7       10      2       3       
Vardas990               Pavarde990              10      9       5       4       3       7       2       7       10      2       5       9       10      4       6       10      
Vardas991               Pavarde991              3       4       5       8       6       10      1       2       8       7       4       8       1       1       9       5       
Vardas992               Pavarde992              9       10      1       9       7       3       3       4       10      1       5       5       8       10      3       10      
Vardas993               Pavarde993              4       9       10      10      7       6       8       6       1       6       6       3       7       3       7       10      
Vardas994               Pavarde994              7       10      8       3       3       4       7       10      9       2       2       6       2       9       5       3       
Vardas995               Pavarde995              6       2       2       6       7       5       7       10      1       10      5       10      7       5       2       10      
Vardas996               Pavarde996              5       4       10      3       2       7       6       1       2       1       10      6       9       9       4       5       
Vardas997               Pavarde997              8       5       6       10      7       9       9       8       7       1       8       3       8       2       6       7       
Vardas998               Pavarde998              5       10      7       10      3       3       10      4       9       9       2       8       8       7       2       8       
Vardas999               Pavarde999              5       2       6       7       1       1       2       4       6       3       3       3       9       2       2       10      
Vardas1000              Pavarde1000             1       7       2       5       7       2       7       1       7       9       10      1       5       2       8       3       
